1.000000000000000000e+00 1.753929427544321982e+02 2.230553504761756471e+02 3.221251282950109385e+02 3.244184439340435802e+02 3.525748524473335692e+02 3.778756912234317156e+02 3.891805313423225812e+02 4.318459766542970328e+02 4.637350748365871027e+02 4.966503436492208152e+02 7.091119658020174938e+02 1.242434793977084837e+03
1.000000000000000000e+00 2.077186434383684457e+02 3.280097455428789317e+02 3.282029818874528360e+02 3.351433456087381160e+02 3.525748524473335692e+02 4.662034668396098596e+02 5.549752685550242859e+02 6.390889760713439500e+02 6.460392352027173501e+02 6.463357235266581711e+02 8.298856608956490390e+02 1.212324713937525303e+03
1.000000000000000000e+00 2.816206882001765166e+02 3.200037189551680967e+02 3.282029818874528360e+02 3.748652727181124078e+02 3.838912355632447202e+02 3.977929210278743426e+02 4.318459766542970328e+02 5.079367248325077639e+02 5.771862857997740548e+02 6.575212082972961980e+02 6.656709712062657900e+02 1.037276454096478346e+03
1.000000000000000000e+00 1.037276454096478346e+03 1.065759397593116546e+03 1.127313394227216577e+03 1.138398810434568304e+03 1.140246716945135631e+03 1.194421389598426003e+03 1.212324713937525303e+03 1.242434793977084837e+03 1.274657417186099110e+03 1.295126398689846610e+03 1.357989035706759751e+03 1.418258296683274921e+03
1.000000000000000000e+00 2.077186434383684457e+02 2.152733487677717790e+02 2.327004147922160371e+02 3.244184439340435802e+02 3.748652727181124078e+02 3.896944750035208926e+02 4.977939460061681416e+02 6.079931901163467955e+02 6.137671547699482062e+02 6.682904926344584737e+02 7.793873949440139768e+02 1.357989035706759751e+03
1.000000000000000000e+00 2.085906010355268165e+02 3.891805313423225812e+02 4.752170068872644606e+02 5.663211221650798279e+02 5.838846569328142095e+02 5.882366431056890406e+02 6.116007984545105955e+02 6.460392352027173501e+02 6.575212082972961980e+02 6.682904926344584737e+02 7.411862008302647382e+02 1.127313394227216577e+03
1.000000000000000000e+00 1.193839978897564151e+02 2.272163998156330535e+02 2.994809669207714364e+02 3.200037189551680967e+02 3.785665788315892542e+02 4.637350748365871027e+02 4.977939460061681416e+02 5.549752685550242859e+02 5.678314463706173001e+02 5.687382073631141566e+02 6.116007984545105955e+02 1.140246716945135631e+03
1.000000000000000000e+00 1.193839978897564151e+02 2.696624336945387199e+02 2.770255058105100829e+02 2.816206882001765166e+02 3.778756912234317156e+02 3.896944750035208926e+02 4.063460472755375008e+02 4.594535578443927193e+02 4.662034668396098596e+02 5.321848610593281137e+02 5.882366431056890406e+02 1.194421389598426003e+03
1.000000000000000000e+00 1.753929427544321982e+02 2.071351649054309121e+02 2.327004147922160371e+02 2.770255058105100829e+02 3.351433456087381160e+02 3.785665788315892542e+02 3.838912355632447202e+02 4.022696678800388099e+02 4.650390220902926899e+02 4.752170068872644606e+02 6.388192155128234617e+02 1.295126398689846610e+03
1.000000000000000000e+00 2.071351649054309121e+02 2.152733487677717790e+02 2.230553504761756471e+02 3.280097455428789317e+02 4.594535578443927193e+02 4.810425403072287054e+02 5.079367248325077639e+02 5.663211221650798279e+02 5.678314463706173001e+02 6.418583018818934534e+02 8.360329041756725701e+02 1.418258296683274921e+03
1.000000000000000000e+00 2.994809669207714364e+02 3.493954336941573615e+02 4.063460472755375008e+02 5.771862857997740548e+02 6.388192155128234617e+02 7.072403883021173669e+02 7.091119658020174938e+02 7.411862008302647382e+02 7.793873949440139768e+02 8.298856608956490390e+02 8.360329041756725701e+02 1.138398810434568304e+03
1.000000000000000000e+00 2.272163998156330535e+02 2.696624336945387199e+02 3.493954336941573615e+02 3.977929210278743426e+02 4.650390220902926899e+02 4.966503436492208152e+02 5.655684689169104331e+02 5.838846569328142095e+02 6.079931901163467955e+02 6.390889760713439500e+02 6.418583018818934534e+02 1.065759397593116546e+03
1.000000000000000000e+00 2.085906010355268165e+02 3.221251282950109385e+02 4.022696678800388099e+02 4.810425403072287054e+02 5.321848610593281137e+02 5.655684689169104331e+02 5.687382073631141566e+02 6.137671547699482062e+02 6.463357235266581711e+02 6.656709712062657900e+02 7.072403883021173669e+02 1.274657417186099110e+03
